Folder	Time Domain	HPS	FFT	Sample	Midi	HN Offset	Expected	TD	HPS	FFT	Praat	Average	Stdev	Use	Actual MIDI	+Cents	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=70	MIDIKeyNumber=70	MIDIKeyNumber=70	Detected = 493.55 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=98.830635	MIDIPitchFraction=99.188702	MIDIPitchFraction=98.970430	MIDIKeyNumber=70	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	072-c.wav	072-c.wav	072-c.wav	MIDIPitchFraction=98.830635	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 521.52 Hz	detected pitch = 521.48 Hz	detected pitch = 521.51 Hz	072-c.wav	72.00	0.00	523.25	521.52	521.48	521.51		521.503333333333	0.02	521.503333333333	71.9420754049254	5.79245950746241	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=71	MIDIKeyNumber=71	MIDIKeyNumber=71	Detected = 521.52 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=94.262425	MIDIPitchFraction=94.144655	MIDIPitchFraction=94.225461	MIDIKeyNumber=71	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	073-c#.wav	073-c#.wav	073-c#.wav	MIDIPitchFraction=94.262425	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 552.02 Hz	detected pitch = 552.24 Hz	detected pitch = 552.00 Hz	073-c#.wav	73.00	0.00	554.37	552.02	552.24	552.00		552.086666666667	0.13	552.086666666667	72.9286948267769	7.13051732230952	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=72	MIDIKeyNumber=72	MIDIKeyNumber=72	Detected = 552.02 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=92.649565	MIDIPitchFraction=93.351427	MIDIPitchFraction=92.611542	MIDIKeyNumber=72	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	074-d.wav	074-d.wav	074-d.wav	MIDIPitchFraction=92.649565	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 586.04 Hz	detected pitch = 585.94 Hz	detected pitch = 586.00 Hz	074-d.wav	74.00	0.00	587.33	586.04	585.94	586.00		585.993333333333	0.05	585.993333333333	73.9605687346963	3.94312653036764	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=73	MIDIKeyNumber=73	MIDIKeyNumber=73	Detected = 586.04 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=96.190422	MIDIPitchFraction=95.891934	MIDIPitchFraction=96.080142	MIDIKeyNumber=73	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	075-d#.wav	075-d#.wav	075-d#.wav	MIDIPitchFraction=96.190422	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 620.11 Hz	detected pitch = 620.35 Hz	detected pitch = 620.11 Hz	075-d#.wav	75.00	0.00	622.25	620.11	620.35	620.11		620.19	0.14	620.19	74.9424808829041	5.75191170958931	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=74	MIDIKeyNumber=74	MIDIKeyNumber=74	Detected = 620.11 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=94.032397	MIDIPitchFraction=94.696551	MIDIPitchFraction=94.022217	MIDIKeyNumber=74	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	076-e.wav	076-e.wav	076-e.wav	MIDIPitchFraction=94.032397	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 656.84 Hz	detected pitch = 656.98 Hz	detected pitch = 656.87 Hz	076-e.wav	76.00	0.00	659.26	656.84	656.98	656.87		656.896666666667	0.07	656.896666666667	75.9379550526705	6.20449473295537	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=75	MIDIKeyNumber=75	MIDIKeyNumber=75	Detected = 656.84 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=93.642750	MIDIPitchFraction=94.021165	MIDIPitchFraction=93.727667	MIDIKeyNumber=75	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	077-f.wav	077-f.wav	077-f.wav	MIDIPitchFraction=93.642750	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 694.58 Hz	detected pitch = 694.34 Hz	detected pitch = 694.51 Hz	077-f.wav	77.00	0.00	698.46	694.58	694.34	694.51		694.476666666667	0.12	694.476666666667	76.901072387601	9.89276123989669	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=76	MIDIKeyNumber=76	MIDIKeyNumber=76	Detected = 694.58 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=90.364514	MIDIPitchFraction=89.761555	MIDIPitchFraction=90.202599	MIDIKeyNumber=76	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	078-f#.wav	078-f#.wav	078-f#.wav	MIDIPitchFraction=90.364514	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 741.27 Hz	detected pitch = 741.21 Hz	detected pitch = 741.21 Hz	078-f#.wav	78.00	0.00	739.99	741.27	741.21	741.21		741.23	0.03	741.23	78.029012992549	-2.9012992548985	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=78	MIDIKeyNumber=78	MIDIKeyNumber=78	Detected = 741.27 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=2.986071	MIDIPitchFraction=2.856218	MIDIPitchFraction=2.852918	MIDIKeyNumber=78	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	079-g.wav	079-g.wav	079-g.wav	MIDIPitchFraction=2.986071	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 783.74 Hz	detected pitch = 783.69 Hz	detected pitch = 783.60 Hz	079-g.wav	79.00	0.00	783.99	783.74	783.69	783.60		783.676666666667	0.07	783.676666666667	78.9930602260728	0.693977392721479	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=78	MIDIKeyNumber=78	MIDIKeyNumber=78	Detected = 783.74 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=99.441422	MIDIPitchFraction=99.327453	MIDIPitchFraction=99.137972	MIDIKeyNumber=78	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	080-g#.wav	080-g#.wav	080-g#.wav	MIDIPitchFraction=99.441422	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 828.20 Hz	detected pitch = 828.34 Hz	detected pitch = 828.16 Hz	080-g#.wav	80.00	0.00	830.61	828.20	828.34	828.16		828.233333333333	0.09	828.233333333333	79.9504049192929	4.95950807071495	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=79	MIDIKeyNumber=79	MIDIKeyNumber=79	Detected = 828.20 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=94.977640	MIDIPitchFraction=95.257377	MIDIPitchFraction=94.887975	MIDIKeyNumber=79	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	081-a.wav	081-a.wav	081-a.wav	MIDIPitchFraction=94.977640	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 873.83 Hz	detected pitch = 873.78 Hz	detected pitch = 873.74 Hz	081-a.wav	81.00	0.00	880.00	873.83	873.78	873.74		873.783333333333	0.05	873.783333333333	80.8772647695088	12.2735230491173	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=80	MIDIKeyNumber=80	MIDIKeyNumber=80	Detected = 873.83 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=87.822414	MIDIPitchFraction=87.718415	MIDIPitchFraction=87.633010	MIDIKeyNumber=80	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	082-a#.wav	082-a#.wav	082-a#.wav	MIDIPitchFraction=87.822414	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 931.27 Hz	detected pitch = 931.06 Hz	detected pitch = 931.21 Hz	082-a#.wav	82.00	0.00	932.33	931.27	931.06	931.21		931.18	0.11	931.18	81.9786785813433	2.13214186566972	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=81	MIDIKeyNumber=81	MIDIKeyNumber=81	Detected = 931.27 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=98.027687	MIDIPitchFraction=97.643823	MIDIPitchFraction=97.926734	MIDIKeyNumber=81	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	083-b.wav	083-b.wav	083-b.wav	MIDIPitchFraction=98.027687	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 982.24 Hz	detected pitch = 982.18 Hz	detected pitch = 982.16 Hz	083-b.wav	83.00	0.00	987.77	982.24	982.18	982.16		982.193333333333	0.04	982.193333333333	82.9020420777687	9.79579222313447	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=82	MIDIKeyNumber=82	MIDIKeyNumber=82	Detected = 982.24 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=90.291431	MIDIPitchFraction=90.176690	MIDIPitchFraction=90.140756	MIDIKeyNumber=82	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	084-c.wav	084-c.wav	084-c.wav	MIDIPitchFraction=90.291431	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1043.02 Hz	detected pitch = 1042.97 Hz	detected pitch = 1043.03 Hz	084-c.wav	84.00	0.00	1,046.50	1,043.02	1,042.97	1,043.03		1043.00666666667	0.03	1043.00666666667	83.9420754049254	5.79245950746241	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=83	MIDIKeyNumber=83	MIDIKeyNumber=83	Detected = 1043.02 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=94.227561	MIDIPitchFraction=94.144632	MIDIPitchFraction=94.250124	MIDIKeyNumber=83	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	085-c#.wav	085-c#.wav	085-c#.wav	MIDIPitchFraction=94.227561	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1103.77 Hz	detected pitch = 1103.76 Hz	detected pitch = 1103.75 Hz	085-c#.wav	85.00	0.00	1,108.73	1,103.77	1,103.76	1,103.75		1103.76	0.01	1103.76	84.9222129576205	7.77870423795264	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=84	MIDIKeyNumber=84	MIDIKeyNumber=84	Detected = 1103.77 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=92.231627	MIDIPitchFraction=92.220691	MIDIPitchFraction=92.210326	MIDIKeyNumber=84	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	086-d.wav	086-d.wav	086-d.wav	MIDIPitchFraction=92.231627	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1176.43 Hz	detected pitch = 1176.27 Hz	detected pitch = 1176.33 Hz	086-d.wav	86.00	0.00	1,174.66	1,176.43	1,176.27	1,176.33		1176.34333333333	0.08	1176.34333333333	86.0248051778456	-2.48051778455931	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=86	MIDIKeyNumber=86	MIDIKeyNumber=86	Detected = 1176.43 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=2.613189	MIDIPitchFraction=2.372331	MIDIPitchFraction=2.459783	MIDIKeyNumber=86	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	087-d#.wav	087-d#.wav	087-d#.wav	MIDIPitchFraction=2.613189	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1243.37 Hz	detected pitch = 1243.10 Hz	detected pitch = 1243.19 Hz	087-d#.wav	87.00	0.00	1,244.51	1,243.37	1,243.10	1,243.19		1243.22	0.14	1243.22	86.9820742702642	1.79257297358504	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=86	MIDIKeyNumber=86	MIDIKeyNumber=86	Detected = 1243.37 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=98.413117	MIDIPitchFraction=98.045593	MIDIPitchFraction=98.162725	MIDIKeyNumber=86	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	088-e.wav	088-e.wav	088-e.wav	MIDIPitchFraction=98.413117	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1315.62 Hz	detected pitch = 1315.43 Hz	detected pitch = 1315.29 Hz	088-e.wav	88.00	0.00	1,318.51	1,315.62	1,315.43	1,315.29		1315.44666666667	0.17	1315.44666666667	87.9597279401847	4.02720598153223	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=87	MIDIKeyNumber=87	MIDIKeyNumber=87	Detected = 1315.62 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=96.205802	MIDIPitchFraction=95.949767	MIDIPitchFraction=95.772244	MIDIKeyNumber=87	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	089-f.wav	089-f.wav	089-f.wav	MIDIPitchFraction=96.205802	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1391.07 Hz	detected pitch = 1390.81 Hz	detected pitch = 1390.96 Hz	089-f.wav	89.00	0.00	1,396.91	1,391.07	1,390.81	1,390.96		1390.94666666667	0.13	1390.94666666667	88.9259000945635	7.40999054364551	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=88	MIDIKeyNumber=88	MIDIKeyNumber=88	Detected = 1391.07 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=92.740069	MIDIPitchFraction=92.422559	MIDIPitchFraction=92.611799	MIDIKeyNumber=88	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	090-f#.wav	090-f#.wav	090-f#.wav	MIDIPitchFraction=92.740069	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1476.76 Hz	detected pitch = 1476.56 Hz	detected pitch = 1476.53 Hz	090-f#.wav	90.00	0.00	1,479.98	1,476.76	1,476.56	1,476.53		1476.61666666667	0.13	1476.61666666667	89.9606390238036	3.93609761963774	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=89	MIDIKeyNumber=89	MIDIKeyNumber=89	Detected = 1476.76 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=96.237332	MIDIPitchFraction=96.000410	MIDIPitchFraction=95.967305	MIDIKeyNumber=89	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	091-g.wav	091-g.wav	091-g.wav	MIDIPitchFraction=96.237332	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Detected = 1563.17 Hz	detected pitch = 1562.98 Hz	detected pitch = 1562.97 Hz	091-g.wav	91.00	0.00	1,567.98	1,563.17	1,562.98	1,562.97		1563.04	0.11	1563.04	90.9453512421701	5.46487578298809	
/002931/Samples/Ch. Claribel Flute 8	MIDIKeyNumber=90	MIDIKeyNumber=90	MIDIKeyNumber=90	Detected = 1563.17 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	MIDIPitchFraction=94.678035	MIDIPitchFraction=94.469743	MIDIPitchFraction=94.462492	MIDIKeyNumber=90	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8	Batch process complete!	Batch process complete!	Batch process complete!	MIDIPitchFraction=94.678035	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Claribel Flute 8				Batch process complete!	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	/002931/Samples/Ch. Dulciana 8	/002931/Samples/Ch. Dulciana 8	/002931/Samples/Ch. Dulciana 8	0.00	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8				/002931/Samples/Ch. Dulciana 8	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	036-c.wav	036-c.wav	036-c.wav	0.00	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	Detected = 32.19 Hz	detected pitch = 64.45 Hz	detected pitch = 64.60 Hz	036-c.wav	36.00	0.00	65.41	64.38	64.45	64.60		64.4766666666667	0.11	64.4766666666667	35.7521465074994	24.7853492500596	
/002931/Samples/Ch. Dulciana 8	MIDIKeyNumber=23	MIDIKeyNumber=35	MIDIKeyNumber=35	Detected = 32.19 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	MIDIPitchFraction=72.787035	MIDIPitchFraction=74.582657	MIDIPitchFraction=78.485602	MIDIKeyNumber=23	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	037-c#.wav	037-c#.wav	037-c#.wav	MIDIPitchFraction=72.787035	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	Detected = 136.64 Hz	detected pitch = 35.71 Hz	detected pitch = 137.27 Hz	037-c#.wav	37.00	0.00	69.30	68.32	71.42	68.64		69.4583333333333	1.71	68.4775	36.7943809639082	20.5619036091832	
/002931/Samples/Ch. Dulciana 8	MIDIKeyNumber=48	MIDIKeyNumber=25	MIDIKeyNumber=48	Detected = 136.64 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	MIDIPitchFraction=75.404727	MIDIPitchFraction=52.478348	MIDIPitchFraction=83.431332	MIDIKeyNumber=48	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	038-d.wav	038-d.wav	038-d.wav	MIDIPitchFraction=75.404727	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Ch. Dulciana 8	Detected = 72.72 Hz	detected pitch = 72.92 Hz	detected pitch = 72.87 Hz	038-d.wav	38.00	0.00	73.42	72.72	72.92	72.87		72.8366666666667	0.10	72.8366666666667	37.8627993717228	13.7200628277199	
/002931/Samples/Ch. Dulciana 8	MIDIKeyNumber=37	MIDIKeyNumber=37	MIDIKeyNumber=37	Detected = 72.72 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
